obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
131.3343,0.0002,131.333785,0.000005,2300,,,31387.9788,107529.849,3d6.(3D).4s,b 4D,5/2,3d6.(5D).6p,6F*,7/2,,,L18349c140,
131.3376,0.0002,131.337984,0.000010,700,,,21711.8963,97851.332,3d6.(3H).4s,a 4H,7/2,3d6.(1G1).4p,2H*,9/2,,,L18349c140,
131.4226,0.0005,131.423148,0.000005,2100,,,31364.4554,107454.552,3d6.(3D).4s,b 4D,3/2,3d5.(2D3).4s.4p.(3P*),4D*,1/2,,,L18349c141,
131.4962,0.0005,131.495277,0.000005,2600,,,27620.4033,103668.762,3d6.(3F2).4s,a 2F,5/2,3d6.(5D<2>).4f,2[1]*,3/2,,,L18349c141,
131.5192,0.0002,131.518949,0.000005,400,,,39013.2160,115047.887,3d6.(5D).4p,z 6D*,3/2,3d6.(5D).6d,6P,5/2,,,L18349c140,
131.5849,0.0002,131.584751,0.000005,2200,,,39013.2160,115009.864,3d6.(5D).4p,z 6D*,3/2,3d6.(5D).6d,6P,3/2,,,L18349c140,
131.6497,0.0002,131.649461,0.000014,4000,1.5e+07,D+,22637.1950,98596.488,3d6.(3F2).4s,b 4F,9/2,3d5.(4D).4s.4p.(3P*),4F*,9/2,,T6892c83,L18349c140,
131.7028,0.0002,131.702784,0.000007,4000,5.5e+07,D+,22409.8178,98338.357,3d6.(3P2).4s,b 4P,1/2,3d5.(4P).4s.4p.(3P*),4S*,3/2,,T6892c83,L18349c140,
131.7249,0.0005,131.724730,0.000007,5000bl(Fe II)*,,,7955.3186,83871.208,3d6.(5D).4s,a 4D,7/2,3d6.(1F).4p,v 2G*,9/2,,,L18349c141,
131.7249,0.0005,131.725723,0.000005,5000bl(Fe II)*,,,31368.453,107283.770,3d6.(3D).4s,b 4D,1/2,3d6.(5D).6p,6D*,1/2,,,L18349c141,
131.7542,0.0002,131.753747,0.000007,3600bl(Fe III)*,,,20340.2461,96239.416,3d7,a 2H,11/2,3d5.(4G).4s.4p.(3P*),2H*,9/2,,,L18349c140,
131.7542,0.0002,131.754361,0.000007,3600bl(Fe III)*,1.7e+07,D+,22637.1950,98536.011,3d6.(3F2).4s,b 4F,9/2,3d5.(4D).4s.4p.(3P*),4F*,7/2,,T6892c83,L18349c140,
131.8067,0.0002,131.80654,0.00004,3500,1.0e+07,D,27314.9183,103183.69,3d6.(3F2).4s,a 2F,7/2,3d5.(4D).4s.4p.(3P*),2F*,7/2,,T6892c83,L18349c140,
131.8577,0.0005,131.857240,0.000010,4000,,,20516.9534,96356.551,3d7,a 2D2,5/2,3d5.(4G).4s.4p.(3P*),t 2F*,7/2,,,L18349c141,
131.9003,0.0002,131.899903,0.000005,4000,,,31483.1979,107298.265,3d6.(3D).4s,b 4D,7/2,3d5.(2F1).4s.4p.(3P*),4G*,5/2,,,L18349c140,
131.9165,0.0002,131.916658,0.000005,400,3.2e+06,D,33466.4943,109271.932,3d6.(1G2).4s,c 2G,9/2,3d5.(2I).4s.4p.(3P*),2I*,11/2,,T6892c83,L18349c140,
131.9500,0.0002,131.949804,0.000021,400bl(Fe II)*,,,25787.5816,101573.977,3d6.(3P2).4s,b 2P,3/2,3d5.(4D).4s.4p.(3P*),4P*,3/2,,,L18349c147,
131.9500,0.0002,131.949936,0.000007,400bl(Fe II)*,,,22409.8178,98196.137,3d6.(3P2).4s,b 4P,1/2,3d5.(4D).4s.4p.(3P*),4F*,3/2,,,L18349c147,
131.9500,0.0002,131.950245,0.000014,400bl(Fe II)*,,,22810.3459,98596.488,3d6.(3F2).4s,b 4F,7/2,3d5.(4D).4s.4p.(3P*),4F*,9/2,,,L18349c147,
131.9672,0.0002,131.968093,0.000005,4000,,,31387.9788,107163.871,3d6.(3D).4s,b 4D,5/2,3d6.(5D).6p,4P*,5/2,,,L18349c140,
132.0062,0.0002,132.006013,0.000012,4000bl(Fe II)*,1.1e+07,D,22637.1950,98391.320,3d6.(3F2).4s,b 4F,9/2,3d5.(4D).4s.4p.(3P*),4D*,7/2,,T6892c83,L18349c140,
132.0062,0.0002,132.007305,0.000005,4000bl(Fe II)*,,,38458.9934,114212.377,3d6.(5D).4p,z 6D*,9/2,3d6.(5D).6d,114212,7/2,,,L18349c140,
132.0404,0.0005,132.039947,0.000005,2100,,,31483.1979,107217.854,3d6.(3D).4s,b 4D,7/2,3d6.(5D).6p,6F*,9/2,,,L18349c141,
132.0563,0.0002,132.055625,0.000007,3300bl(Fe II)*,,,22810.3459,98536.011,3d6.(3F2).4s,b 4F,7/2,3d5.(4D).4s.4p.(3P*),4F*,7/2,,,L18349c140,
132.0563,0.0002,132.056018,0.000005,3300bl(Fe II)*,,,38858.9696,114584.409,3d6.(5D).4p,z 6D*,5/2,3d6.(5D).6d,114584,5/2,,,L18349c140,
132.0630,0.0005,132.062346,0.000010,5000bl(Fe II)*,,,20340.2461,96062.057,3d7,a 2H,11/2,3d5.(4G).4s.4p.(3P*),2H*,11/2,,,L18349c141,
132.0630,0.0005,132.063602,0.000005,5000bl(Fe II)*,,,13904.8604,89625.951,3d7,a 4P,1/2,3d5.(4P).4s.4p.(3P*),6P*,3/2,,,L18349c141,
132.0762,0.0002,132.075570,0.000005,2600bl(Fe II)*,,,38458.9934,114173.223,3d6.(5D).4p,z 6D*,9/2,3d6.(5D).6d,6D,7/2,,,L18349c140,
132.0762,0.0002,132.07643,0.00005,2600bl(Fe II)*,7.e+06,D,27620.4033,103334.14,3d6.(3F2).4s,a 2F,5/2,3d5.(4D).4s.4p.(3P*),2F*,5/2,,T6892c83,L18349c140,
132.0867,0.0005,132.087716,0.000007,9000,,,2430.1369,78137.404,3d7,a 4F,7/2,3d6.(1D2).4p,v 2F*,7/2,,,L18349c141,
132.1098,0.0002,132.109687,0.000005,1900,1.4e+07,D,22810.3459,98505.022,3d6.(3F2).4s,b 4F,7/2,3d5.(4D).4s.4p.(3P*),4D*,5/2,,T6892c83,L18349c140,
132.1335,0.0005,132.134131,0.000005,2100,,,31483.1979,107163.871,3d6.(3D).4s,b 4D,7/2,3d6.(5D).6p,4P*,5/2,,,L18349c141,
132.1888,0.0005,132.189169,0.000009,9000,,,2837.9807,78487.144,3d7,a 4F,5/2,3d6.(1D2).4p,w 2D*,3/2,,,L18349c141,
132.1998,0.0002,132.198663,0.000007,700,,,38214.503,113858.233,3d6.(1D2).4s,c 2D,3/2,3d6.(5D<1>).5f,2[2]*,3/2,,,L18349c140,
132.2712,0.0002,132.271892,0.000007,700,,,38164.220,113766.072,3d6.(1D2).4s,c 2D,5/2,3d6.(5D<2>).5f,2[3]*,5/2,,,L18349c140,
132.3084,0.0002,132.308430,0.000012,3000,1.1e+07,D,22810.3459,98391.320,3d6.(3F2).4s,b 4F,7/2,3d5.(4D).4s.4p.(3P*),4D*,7/2,,T6892c83,L18349c140,
132.3260,0.0002,132.325554,0.000005,2700bl(Fe II)*,,,39013.2160,114584.409,3d6.(5D).4p,z 6D*,3/2,3d6.(5D).6d,114584,5/2,,,L18349c140,
132.3260,0.0002,132.32594,0.00009,2700bl(Fe II)*,6.0e+07,D+,26932.7348,102503.71,3d6.(3P2).4s,b 2P,1/2,3d5.(4D).4s.4p.(3P*),2D*,3/2,,T6892c83,L18349c140,
132.3352,0.0002,132.335224,0.000005,1200,6.e+06,D,22939.3512,98505.022,3d6.(3F2).4s,b 4F,5/2,3d5.(4D).4s.4p.(3P*),4D*,5/2,,T6892c83,L18349c140,
132.3597,0.0002,132.358603,0.000005,2000bl(Fe II)*,,,38660.0537,114212.377,3d6.(5D).4p,z 6D*,7/2,3d6.(5D).6d,114212,7/2,,,L18349c140,
132.3597,0.0002,132.359925,0.000007,2000bl(Fe II)*,,,38214.503,113766.072,3d6.(1D2).4s,c 2D,3/2,3d6.(5D<2>).5f,2[3]*,5/2,,,L18349c140,
132.3734,0.0002,132.372643,0.000007,2700,,,22810.3459,98354.656,3d6.(3F2).4s,b 4F,7/2,3d5.(4D).4s.4p.(3P*),4F*,5/2,,,L18349c140,
132.3903,0.0002,132.389177,0.000005,1200bl(Fe II)*,,,38858.9696,114393.845,3d6.(5D).4p,z 6D*,5/2,3d6.(5D).6d,114393,3/2,,,L18349c140,
132.3903,0.0002,132.389425,0.000005,1200bl(Fe II)*,,,31483.1979,107017.932,3d6.(3D).4s,b 4D,7/2,3d5.(2D3).4s.4p.(3P*),4D*,5/2,,,L18349c140,
132.4184,0.0002,132.417770,0.000019,350bl(Fe II)*,,,26055.4120,101573.977,3d6.(3G).4s,a 4G,5/2,3d5.(4D).4s.4p.(3P*),4P*,3/2,,,L18349c140,
132.4184,0.0002,132.418011,0.000007,350bl(Fe II)*,,,38164.220,113682.648,3d6.(1D2).4s,c 2D,5/2,3d6.(5D<2>).5f,2[1]*,3/2,,,L18349c140,
132.4250,0.0002,132.424973,0.000009,2900,3.6e+07,D+,21812.0454,97326.503,3d6.(3P2).4s,b 4P,3/2,3d5.(4P).4s.4p.(3P*),2P*,3/2,,T6892c83,L18349c140,
132.4320,0.0002,132.432312,0.000007,400,,,38164.220,113674.493,3d6.(1D2).4s,c 2D,5/2,3d6.(5D<2>).5f,2[2]*,5/2,,,L18349c140,
132.4901,0.0002,132.490284,0.000018,500,,,31364.4554,106841.688,3d6.(3D).4s,b 4D,3/2,3d5.(2D3).4s.4p.(3P*),4P*,3/2,,,L18349c140,
132.5065,0.0002,132.506238,0.000007,600,,,38214.503,113682.648,3d6.(1D2).4s,c 2D,3/2,3d6.(5D<2>).5f,2[1]*,3/2,,,L18349c140,
132.5323,0.0002,132.531589,0.000018,800,1.0e+07,D,31387.9788,106841.688,3d6.(3D).4s,b 4D,5/2,3d5.(2D3).4s.4p.(3P*),4P*,3/2,,T6892c83,L18349c140,
132.5447,0.0002,132.544697,0.000005,310,,,13673.2045,89119.452,3d7,a 4P,3/2,3d6.(5D).5p,6D*,5/2,,,L18349c140,
132.5995,0.0002,132.599080,0.000007,800,6.e+06,D,22939.3512,98354.656,3d6.(3F2).4s,b 4F,5/2,3d5.(4D).4s.4p.(3P*),4F*,5/2,,T6892c83,L18349c140,
132.7085,0.0002,132.708000,0.000005,1600,,,38858.9696,114212.377,3d6.(5D).4p,z 6D*,5/2,3d6.(5D).6d,114212,7/2,,,L18349c140,
132.7114,0.0002,132.710378,0.000007,1100,,,31811.814,107163.871,3d7,b 2F,5/2,3d6.(5D).6p,4P*,5/2,,,L18349c140,
132.7322,0.0005,132.732217,0.000005,1500,,,39013.2160,114352.875,3d6.(5D).4p,z 6D*,3/2,3d6.(5D).6d,114352,5/2,,,L18349c141,
132.7491,0.0002,132.748904,0.000005,1100,,,46967.4751,122297.664,3d6.(5D).4p,z 4P*,5/2,3d6.(3H).6s,4H,7/2,,,L18349c140,
132.7619,0.0005,132.760916,0.000007,3300,,,23031.2829,98354.656,3d6.(3F2).4s,b 4F,3/2,3d5.(4D).4s.4p.(3P*),4F*,5/2,,,L18349c141,
132.7769,0.0002,132.776992,0.000005,500,,,38858.9696,114173.223,3d6.(5D).4p,z 6D*,5/2,3d6.(5D).6d,6D,7/2,,,L18349c140,
132.7919,0.0002,132.791136,0.000005,4000,,,33501.2957,108807.527,3d6.(1G2).4s,c 2G,7/2,3d6.(3P2).5p,4P*,5/2,,,L18349c140,
132.8084,0.0002,132.808336,0.000005,800,,,38660.0537,113956.532,3d6.(5D).4p,z 6D*,7/2,3d6.(5D).6d,6D,9/2,,,L18349c140,
132.8204,0.0002,132.820021,0.000005,270,,,39109.3161,114399.170,3d6.(5D).4p,z 6D*,1/2,3d6.(5D).6d,114399,3/2,,,L18349c140,
132.8474,0.0002,132.847186,0.000005,3300,,,38660.0537,113934.512,3d6.(5D).4p,z 6D*,7/2,3d6.(5D).6d,6D,5/2,,,L18349c140,
132.8783,0.0002,132.878383,0.000007,5000bl(Fe II)*,,,22939.3512,98196.137,3d6.(3F2).4s,b 4F,5/2,3d5.(4D).4s.4p.(3P*),4F*,3/2,,,L18349c140,
132.8783,0.0002,132.879252,0.000011,5000bl(Fe II)*,,,20805.7632,96062.057,3d7,a 2H,9/2,3d5.(4G).4s.4p.(3P*),2H*,11/2,,,L18349c140,
133.0410,0.0002,133.040177,0.000009,1700bl(Fe II)*,,,20830.5534,95995.817,3d6.(3P2).4s,b 4P,5/2,3d5.(4P).4s.4p.(3P*),4D*,5/2,,,L18349c147,
133.0410,0.0002,133.040902,0.000007,1700bl(Fe II)*,,,23031.2829,98196.137,3d6.(3F2).4s,b 4F,3/2,3d5.(4D).4s.4p.(3P*),4F*,3/2,,,L18349c147,
133.0410,0.0002,133.041427,0.000005,1700bl(Fe II)*,,,33466.4943,108631.052,3d6.(1G2).4s,c 2G,9/2,3d5.(4G).4s.4p.(1P*),4G*,7/2,,,L18349c147,
133.0823,0.0002,133.082370,0.000005,600,,,31483.1979,106624.631,3d6.(3D).4s,b 4D,7/2,3d5.(4F).4s.4p.(3P*),6F*,9/2,,,L18349c140,
133.0950,0.0002,133.09514,0.00009,7000,1.6e+08,D+,27314.9183,102449.14,3d6.(3F2).4s,a 2F,7/2,3d5.(4D).4s.4p.(3P*),2D*,5/2,,T6892c83,L18349c140,
133.1107,0.0002,133.110830,0.000005,400,,,31483.1979,106608.565,3d6.(3D).4s,b 4D,7/2,3d6.(5D).6p,6D*,7/2,,,L18349c140,
133.1401,0.0002,133.139666,0.000005,1700,1.0e+07,D,31483.1979,106592.294,3d6.(3D).4s,b 4D,7/2,3d5.(2D3).4s.4p.(3P*),4P*,5/2,,T6892c83,L18349c140,
133.1594,0.0002,133.159242,0.000005,5000,,,38458.9934,113557.048,3d6.(5D).4p,z 6D*,9/2,3d6.(5D).6d,6F,9/2,,,L18349c140,
133.2109,0.0002,133.210606,0.000005,5000,,,38458.9934,113528.091,3d6.(5D).4p,z 6D*,9/2,3d6.(5D).6d,6F,11/2,,,L18349c140,
133.2326,0.0002,133.232818,0.000005,1000,,,38660.0537,113716.636,3d6.(5D).4p,z 6D*,7/2,3d6.(5D).6d,113716,7/2,,,L18349c140,
133.3019,0.0005,133.302438,0.000005,1900bl(Fe II)*,3.3e+06,D,33466.4943,108483.877,3d6.(1G2).4s,c 2G,9/2,3d6.(3H).5p,4G*,11/2,,T6892c83,L18349c141,
133.3019,0.0005,133.302501,0.000005,1900bl(Fe II)*,,,33501.2957,108518.643,3d6.(1G2).4s,c 2G,7/2,3d5.(2F1).4s.4p.(3P*),4F*,7/2,,,L18349c141,
133.4522,0.0002,133.452164,0.000007,8000,,,667.6829,75600.900,3d6.(5D).4s,a 6D,5/2,3d6.(3D).4p,w 2F*,7/2,,,L18349c140,
133.4822,0.0005,133.481613,0.000009,3400,,,22409.8178,97326.503,3d6.(3P2).4s,b 4P,1/2,3d5.(4P).4s.4p.(3P*),2P*,3/2,,,L18349c141,
133.5268,0.0002,133.526769,0.000005,1800,,,31387.9788,106279.329,3d6.(3D).4s,b 4D,5/2,3d5.(4F).4s.4p.(3P*),6F*,5/2,,,L18349c140,
133.5409,0.0002,133.54111,0.00009,6000,1.1e+08,D+,27620.4033,102503.71,3d6.(3F2).4s,a 2F,5/2,3d5.(4D).4s.4p.(3P*),2D*,3/2,,T6892c83,L18349c140,
133.5834,0.0005,133.584523,0.000007,1200,,,43238.6066,118097.578,3d6.(5D).4p,z 6P*,5/2,3d5.4p2,4P,5/2,,,L18349c141,
133.5861,0.0002,133.586852,0.000005,3000,,,38858.9696,113716.636,3d6.(5D).4p,z 6D*,5/2,3d6.(5D).6d,113716,7/2,,,L18349c140,
133.6385,0.0002,133.63850,0.00009,2500,9.e+06,D,27620.4033,102449.14,3d6.(3F2).4s,a 2F,5/2,3d5.(4D).4s.4p.(3P*),2D*,5/2,,T6892c83,L18349c140,
133.6714,0.0002,133.671123,0.000011,4000bl(Fe II)*,,,21251.5833,96062.057,3d6.(3H).4s,a 4H,13/2,3d5.(4G).4s.4p.(3P*),2H*,11/2,,,L18349c140,
133.6714,0.0002,133.672530,0.000005,4000bl(Fe II)*,,,39013.2160,113822.902,3d6.(5D).4p,z 6D*,3/2,3d6.(3D).4d,4P,3/2,,,L18349c140,
133.7351,0.0002,133.734652,0.000011,900,,,21581.6151,96356.551,3d6.(3H).4s,a 4H,9/2,3d5.(4G).4s.4p.(3P*),t 2F*,7/2,,,L18349c140,
134.0257,0.0005,134.02508,0.00005,2900bl(Fe II)*,9.e+06,D,25787.5816,100400.48,3d6.(3P2).4s,b 2P,3/2,3d5.(4P).4s.4p.(3P*),2D*,5/2,,T6892c83,L18349c141,
134.0257,0.0005,134.025748,0.000005,2900bl(Fe II)*,,,39013.2160,113625.745,3d6.(5D).4p,z 6D*,3/2,3d6.(5D).7s,4D,1/2,,,L18349c141,
134.0911,0.0005,134.090961,0.000005,1500,,,38660.0537,113236.296,3d6.(5D).4p,z 6D*,7/2,3d6.(5D).7s,4D,5/2,,,L18349c141,
134.1062,0.0002,134.106974,0.000011,500,,,21711.8963,96279.234,3d6.(3H).4s,a 4H,7/2,3d5.(4G).4s.4p.(3P*),t 2F*,5/2,,,L18349c140,
134.1167,0.0005,134.115875,0.000009,4000,,,20516.9534,95079.342,3d7,a 2D2,5/2,3d6.(3F1).4p,2F*,7/2,,,L18349c141,
134.1519,0.0005,134.152766,0.000005,5000bl(Fe III),,,15844.6485,90386.533,3d7,a 2G,9/2,3d6.(5D).5p,6F*,9/2,,,L18349c141,
134.2141,0.0002,134.214162,0.000005,4000,,,38458.9934,112966.779,3d6.(5D).4p,z 6D*,9/2,3d5.(6S).4p2,6P,7/2,,,L18349c140,
134.3323,0.0002,134.332506,0.000005,5000bl(Fe III),,,36126.412,110568.558,3d6.(3D).4s,b 2D,3/2,3d6.(3F2).5p,4F*,5/2,,,L18349c140,
134.3776,0.0002,134.377676,0.000005,1900,,,38458.9934,112876.116,3d6.(5D).4p,z 6D*,9/2,3d6.(5D).7s,4D,7/2,,,L18349c140,
134.4247,0.0005,134.423816,0.000020,2700,,,27314.9183,101706.498,3d6.(3F2).4s,a 2F,7/2,3d5.(4D).4s.4p.(3P*),4P*,5/2,,,L18349c141,
134.4331,0.0005,134.433719,0.000007,5000,,,13673.2045,88059.304,3d7,a 4P,3/2,3d5.(4P).4s.4p.(3P*),6D*,5/2,,,L18349c141,
134.4614,0.0005,134.460323,0.000005,1500,,,38858.9696,113230.351,3d6.(5D).4p,z 6D*,5/2,3d6.(5D).7s,6D,3/2,,,L18349c141,
134.4684,0.0002,134.468473,0.000005,5000,,,41968.0698,116334.944,3d6.(5D).4p,z 6F*,11/2,3d5.4s.(5S).4d,6D,9/2,,,L18349c140,
134.4870,0.0005,134.486518,0.000005,1500,,,39013.2160,113370.112,3d6.(5D).4p,z 6D*,3/2,3d6.(5D).7s,6D,1/2,,,L18349c141,
134.5083,0.0002,134.50791,0.00005,5000,,,26055.4120,100400.48,3d6.(3G).4s,a 4G,5/2,3d5.(4P).4s.4p.(3P*),2D*,5/2,,,L18349c140,
134.5380,0.0002,134.538038,0.000018,7000,3.4e+07,D+,25428.7893,99757.211,3d6.(3G).4s,a 4G,11/2,3d5.(4G).4s.4p.(3P*),2G*,9/2,,T6892c83,L18349c140,
134.5611,0.0002,134.561201,0.000005,2000,,,36252.931,110568.558,3d6.(3D).4s,b 2D,5/2,3d6.(3F2).5p,4F*,5/2,,,L18349c140,
134.5773,0.0002,134.577321,0.000005,4000,,,38660.0537,112966.779,3d6.(5D).4p,z 6D*,7/2,3d5.(6S).4p2,6P,7/2,,,L18349c140,
134.6826,0.0002,134.682332,0.000007,4000,,,20830.5534,95079.342,3d6.(3P2).4s,b 4P,5/2,3d6.(3F1).4p,2F*,7/2,,,L18349c140,
134.7213,0.0002,134.720706,0.000005,3300bl(Fe II)*,,,33501.2957,107728.935,3d6.(1G2).4s,c 2G,7/2,3d5.(2D3).4s.4p.(3P*),2D*,5/2,,,L18349c140,
134.7213,0.0002,134.721075,0.000007,3300bl(Fe II)*,,,42114.8380,116342.274,3d6.(5D).4p,z 6F*,9/2,3d5.4s.(5S).4d,6D,7/2,,,L18349c140,
134.7265,0.0002,134.72646,0.00003,5000,3.4e+06,D,25428.7893,99653.257,3d6.(3G).4s,a 4G,11/2,3d6.(1G1).4p,2G*,9/2,,T6892c83,L18349c140,
134.7301,0.0002,134.730138,0.000005,4000,,,38660.0537,112882.497,3d6.(5D).4p,z 6D*,7/2,3d5.(6S).4p2,6P,5/2,,,L18349c140,
134.8006,0.0002,134.800372,0.000009,7000bl(Fe II)*,,,21812.0454,95995.817,3d6.(3P2).4s,b 4P,3/2,3d5.(4P).4s.4p.(3P*),4D*,5/2,,,L18349c140,
134.8006,0.0002,134.800935,0.000005,7000bl(Fe II)*,,,20516.9534,94700.415,3d7,a 2D2,5/2,3d6.(3F1).4p,2D*,5/2,,,L18349c140,
134.9021,0.0002,134.901474,0.000005,400,,,38858.9696,112987.144,3d6.(5D).4p,z 6D*,5/2,3d6.(5D).7s,6D,5/2,,,L18349c140,
134.9151,0.0005,134.914468,0.000005,1500,,,39109.3161,113230.351,3d6.(5D).4p,z 6D*,1/2,3d6.(5D).7s,6D,3/2,,,L18349c141,
134.9499,0.0002,134.949868,0.000007,1100,,,42237.0575,116338.649,3d6.(5D).4p,z 6F*,7/2,3d5.4s.(5S).4d,6D,5/2,,,L18349c140,
134.9584,0.0002,134.958593,0.000011,7000,4.1e+07,E,32909.883,107006.684,3d6.(1I).4s,a 2I,11/2,3d5.(2I).4s.4p.(3P*),2H*,9/2,,T6892c83,L18349c140,
134.9789,0.0002,134.978096,0.000020,1200,,,27620.4033,101706.498,3d6.(3F2).4s,a 2F,5/2,3d5.(4D).4s.4p.(3P*),4P*,5/2,,,L18349c140,
135.0096,0.0002,135.009592,0.000005,1400,,,38858.9696,112927.781,3d6.(5D).4p,z 6D*,5/2,3d5.(6S).4p2,6P,3/2,,,L18349c140,
135.0922,0.0002,135.092184,0.000005,4000,,,38858.9696,112882.497,3d6.(5D).4p,z 6D*,5/2,3d5.(6S).4p2,6P,5/2,,,L18349c140,
135.1040,0.0002,135.103830,0.000005,1300bl(Fe II)*,,,38858.9696,112876.116,3d6.(5D).4p,z 6D*,5/2,3d6.(5D).7s,4D,7/2,,,L18349c140,
135.1040,0.0002,135.103873,0.000005,1300bl(Fe II)*,,,16369.4098,90386.533,3d7,a 2G,7/2,3d6.(5D).5p,6F*,9/2,,,L18349c140,
135.1217,0.0002,135.121569,0.000007,2700,,,42334.8444,116342.274,3d6.(5D).4p,z 6F*,5/2,3d5.4s.(5S).4d,6D,7/2,,,L18349c140,
135.1292,0.0005,135.128188,0.000007,2900bl(Fe II)*,,,42334.8444,116338.649,3d6.(5D).4p,z 6F*,5/2,3d5.4s.(5S).4d,6D,5/2,,,L18349c141,
135.1292,0.0005,135.129252,0.000011,2900bl(Fe II)*,6.e+06,D,25805.3270,99808.549,3d6.(3G).4s,a 4G,9/2,3d6.(1G1).4p,2G*,7/2,,T6892c83,L18349c141,
135.1344,0.0005,135.133516,0.000009,1200,,,42334.8444,116335.731,3d6.(5D).4p,z 6F*,5/2,3d5.4s.(5S).4d,6D,3/2,,,L18349c141,
135.1483,0.0002,135.147398,0.000005,1000,,,33466.4943,107459.780,3d6.(1G2).4s,c 2G,9/2,3d5.(2F1).4s.4p.(3P*),4G*,7/2,,,L18349c140,
135.1829,0.0002,135.182763,0.000005,700,,,39013.2160,112987.144,3d6.(5D).4p,z 6D*,3/2,3d6.(5D).7s,6D,5/2,,,L18349c140,
135.2326,0.0005,135.233715,0.000007,1500,,,38164.220,112110.277,3d6.(1D2).4s,c 2D,5/2,3d6.(3F2).5p,4G*,5/2,,,L18349c141,
135.2487,0.0002,135.248099,0.000005,7000bl(Fe II)*,,,38458.9934,112397.186,3d6.(5D).4p,z 6D*,9/2,3d6.(5D).7s,6D,9/2,,,L18349c140,
135.2487,0.0002,135.249678,0.000007,7000bl(Fe II)*,,,42401.3198,116338.649,3d6.(5D).4p,z 6F*,3/2,3d5.4s.(5S).4d,6D,5/2,,,L18349c140,
135.2731,0.0002,135.27300,0.00005,7000,1.7e+07,D+,31483.1979,105407.78,3d6.(3D).4s,b 4D,7/2,3d5.(2D3).4s.4p.(3P*),4F*,9/2,,T6892c83,L18349c140,
135.2915,0.0002,135.291333,0.000005,4000,,,39013.2160,112927.781,3d6.(5D).4p,z 6D*,3/2,3d5.(6S).4p2,6P,3/2,,,L18349c140,
135.3021,0.0002,135.302178,0.000007,7000bl(Fe III)*,,,38164.220,112072.860,3d6.(1D2).4s,c 2D,5/2,3d6.(3F2).5p,4G*,7/2,,,L18349c140,
135.3021,0.0002,135.302284,0.000007,7000bl(Fe III)*,2.2e+07,D,20830.5534,94739.136,3d6.(3P2).4s,b 4P,5/2,3d5.(4P).4s.4p.(3P*),4P*,3/2,,T6892c83,L18349c140,
135.3293,0.0005,135.330175,0.000013,1200,,,42439.8511,116333.201,3d6.(5D).4p,z 6F*,1/2,3d5.4s.(5S).4d,6D,1/2,,,L18349c141,
135.3750,0.0005,135.374270,0.000005,1500,,,39013.2160,112882.497,3d6.(5D).4p,z 6D*,3/2,3d5.(6S).4p2,6P,5/2,,,L18349c141,
135.4012,0.0002,135.401309,0.000006,4000,5.e+06,D,20830.5534,94685.083,3d6.(3P2).4s,b 4P,5/2,3d5.(4D).4s.4p.(3P*),6P*,5/2,,T6892c83,L18349c140,
135.4461,0.0002,135.446125,0.000006,4000,6.e+06,D,25805.3270,99635.420,3d6.(3G).4s,a 4G,9/2,3d5.(4G).4s.4p.(3P*),2G*,7/2,,T6892c83,L18349c140,
135.4676,0.0002,135.467461,0.000006,2700,,,39109.3161,112927.781,3d6.(5D).4p,z 6D*,1/2,3d5.(6S).4p2,6P,3/2,,,L18349c140,
135.4742,0.0002,135.474339,0.000006,7000,3.2e+07,E,32875.6409,106690.358,3d6.(1I).4s,a 2I,13/2,3d5.(2I).4s.4p.(3P*),2H*,11/2,,T6892c83,L18349c140,
135.4862,0.0002,135.48640,0.00004,6000,,,20340.2461,94148.39,3d7,a 2H,11/2,3d5.(4G).4s.4p.(3P*),w 4G*,9/2,,,L18349c140,
135.5038,0.0005,135.502962,0.000007,2000,,,32909.883,106709.008,3d6.(1I).4s,a 2I,11/2,3d6.(5D).6p,4F*,9/2,,,L18349c141,
135.5371,0.0002,135.537214,0.000007,800,4.6e+06,D,32909.883,106690.358,3d6.(1I).4s,a 2I,11/2,3d5.(2I).4s.4p.(3P*),2H*,11/2,,T6892c83,L18349c140,
135.5678,0.0005,135.567515,0.000006,1700,,,36252.931,110016.915,3d6.(3D).4s,b 2D,5/2,3d6.(3H).5p,4G*,5/2,,,L18349c141,
135.5966,0.0005,135.595744,0.000006,1500,,,38858.9696,112607.597,3d6.(5D).4p,z 6D*,5/2,3d6.(5D).7s,6D,7/2,,,L18349c141,
135.6168,0.0002,135.616882,0.000006,2100,,,38660.0537,112397.186,3d6.(5D).4p,z 6D*,7/2,3d6.(5D).7s,6D,9/2,,,L18349c140,
135.6490,0.0002,135.649584,0.000009,6000,,,22637.1950,96356.551,3d6.(3F2).4s,b 4F,9/2,3d5.(4G).4s.4p.(3P*),t 2F*,7/2,,,L18349c140,
135.6532,0.0002,135.653035,0.000006,2100,,,20340.2461,94057.727,3d7,a 2H,11/2,3d5.(4D).4s.4p.(3P*),6D*,9/2,,,L18349c140,
135.6951,0.0002,135.695466,0.000007,2100,,,20516.9534,94211.383,3d7,a 2D2,5/2,3d5.(4P).4s.4p.(3P*),4P*,5/2,,,L18349c140,
