obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
166.4354,0.0005,166.434599,0.000008,"500d,bl(Fe II)?*",,,62083.118,122166.779,3d6.(3H).4p,z 2G*,9/2,3d6.(3H).6s,4H,9/2,,,L18349c143,
166.4354,0.0005,166.434819,0.000008,"500d,bl(Fe II)?*",6.e+06,D,45044.1916,105127.773,3d6.(5D).4p,z 4D*,3/2,3d6.(5D).5d,4D,5/2,,T6892c83,L18349c143,
166.5003,0.0002,166.499743,0.000008,400bl(Fe II)*,,,44446.9051,104507.058,3d6.(5D).4p,z 4D*,7/2,3d6.(3H).4d,4F,5/2,,,L18349c140,
166.5003,0.0002,166.500389,0.000008,400bl(Fe II)*,,,42334.8444,102394.764,3d6.(5D).4p,z 6F*,5/2,3d6.(5D).6s,4D,7/2,,,L18349c140,
166.51331,0.00005,166.513338,0.000008,2600,,,39013.2160,99068.465,3d6.(5D).4p,z 6D*,3/2,3d6.(3P2).5s,2P,3/2,,,L18349c139,
166.5337,0.0002,166.533797,0.000008,400,4.1e+06,D,45079.9019,105127.773,3d6.(5D).4p,z 4F*,5/2,3d6.(5D).5d,4D,5/2,,T6892c83,L18349c140,
166.5497,0.0002,166.549878,0.000008,360,4.3e+07,D+,45044.1916,105086.265,3d6.(5D).4p,z 4D*,3/2,3d6.(3F2).4d,4P,1/2,,T6892c83,L18349c140,
166.5935,0.0002,166.593635,0.000017,210,4.2e+06,D,36252.931,96279.234,3d6.(3D).4s,b 2D,5/2,3d5.(4G).4s.4p.(3P*),t 2F*,5/2,,T6892c83,L18349c140,
166.60586,0.00006,166.605967,0.000008,270,,,62293.177,122315.037,3d6.(3H).4p,z 2I*,13/2,3d6.(3H).6s,2H,11/2,,,L18349c139,
166.6122,0.0002,166.612023,0.000008,400,,,31999.049,92018.727,3d7,b 2F,7/2,3d5.(4D).4s.4p.(3P*),6F*,5/2,,,L18349c140,
166.6644,0.0002,166.664983,0.000008,300,,,52966.173,112966.779,3d5.(6S).4s.4p.(3P*),z 8P*,9/2,3d5.(6S).4p2,6P,7/2,,,L18349c140,
166.66868,0.00004,166.668623,0.000008,2900,2.0e+07,D+,42334.8444,102334.140,3d6.(5D).4p,z 6F*,5/2,3d6.(5D).6s,6D,5/2,,T6892c83,L18349c139,
166.7914,0.0005,166.791485,0.000019,13000,9.e+07,D+,18886.773,78841.872,3d7,a 2P,1/2,3d6.(1D2).4p,w 2P*,1/2,,T6892c83,L18349c144,
166.8537,0.0005,166.853486,0.000008,600d?,,,42401.3198,102334.140,3d6.(5D).4p,z 6F*,3/2,3d6.(5D).6s,6D,5/2,,,L18349c143,
166.8883,0.0005,166.887445,0.000008,500d?,5.e+06,D,44784.7859,104705.411,3d6.(5D).4p,z 4D*,5/2,3d6.(5D).5d,6D,7/2,,T6892c83,L18349c143,
166.899985,0.000018,166.899973,0.000008,9000,5.3e+07,D+,42114.8380,102030.965,3d6.(5D).4p,z 6F*,9/2,3d6.(5D).6s,6D,7/2,,T6892c83,L18349c139,
166.91398,0.00003,166.914025,0.000008,260,,,62662.252,122573.335,3d6.(3H).4p,z 2I*,11/2,3d6.(3H).6s,2H,9/2,,,L18349c139,
166.94692,0.00009,166.946873,0.000008,900,9.e+06,D,46967.4751,106866.770,3d6.(5D).4p,z 4P*,5/2,3d6.(3F2).4d,4F,5/2,,T6892c83,L18349c139,
166.9614,0.0005,166.96132,0.00008,900d?,,,33501.2957,93395.407,3d6.(1G2).4s,c 2G,7/2,3d6.(3F1).4p,u 4F*,5/2,,,L18349c143,
166.9662,0.0002,166.966349,0.000008,7000,2.4e+06,D,2430.1369,62322.445,3d7,a 4F,7/2,3d6.(3H).4p,z 2G*,7/2,,T6892c83,L18349c140,
167.0216,0.0005,167.022246,0.000008,290d?,,,54232.201,114104.465,3d5.4s2,b 4G,11/2,3d6.(3G).5p,4H*,13/2,,,L18349c143,
167.074697,0.000010,167.074693,0.000008,130000,1.1e+08,D+,1872.5998,61726.069,3d7,a 4F,9/2,3d6.(3P2).4p,y 4D*,7/2,,T6892c83,L18349c139,
167.07912,0.00005,167.079092,0.000008,17000,9.e+06,D,2837.9807,62689.874,3d7,a 4F,5/2,3d6.(3P2).4p,y 4D*,5/2,,T6892c83,L18349c139,
167.09908,0.00015,167.099099,0.000008,10000,1.4e+07,D,3117.4877,62962.215,3d7,a 4F,3/2,3d6.(3P2).4p,y 4D*,3/2,,T6892c83,L18349c139,
167.14250,0.00005,167.142455,0.000008,2100,3.1e+07,D+,46967.4751,106796.679,3d6.(5D).4p,z 4P*,5/2,3d6.(5D).5d,4P,5/2,,T6892c83,L18349c139,
167.24108,0.00006,167.241119,0.000008,2600,1.3e+07,D+,42237.0575,102030.965,3d6.(5D).4p,z 6F*,7/2,3d6.(5D).6s,6D,7/2,,T6892c83,L18349c139,
167.26246,0.00005,167.262444,0.000008,1800,4.9e+07,D+,47389.809,107176.093,3d6.(5D).4p,z 4P*,3/2,3d6.(5D).5d,4P,1/2,,T6892c83,L18349c139,
167.2793,0.0005,167.280147,0.000008,1100d?,,,31387.9788,91167.936,3d6.(3D).4s,b 4D,5/2,3d6.(5D).5p,w 6P*,7/2,,,L18349c143,
167.34652,0.00002,167.346508,0.000008,90000,2.00e+08,C+,15844.6485,75600.900,3d7,a 2G,9/2,3d6.(3D).4p,w 2F*,7/2,,T6892c83,L18349c139,
167.4021,0.0005,167.401785,0.000008,600d?,3.2e+06,D,42658.2444,102394.764,3d6.(5D).4p,z 6P*,7/2,3d6.(5D).6s,4D,7/2,,T6892c83,L18349c143,
167.418784,0.000013,167.418798,0.000007,14000,6.0e+07,D+,41968.0698,101698.519,3d6.(5D).4p,z 6F*,11/2,3d6.(5D).6s,6D,9/2,,T6892c83,L18349c139,
167.42573,0.00006,167.425694,0.000008,19000,1.1e+07,D+,2430.1369,62158.126,3d7,a 4F,7/2,3d6.(3F2).4p,y 4F*,9/2,,T6892c83,L18349c139,
167.4440,0.0002,167.444118,0.000008,6000,,,2430.1369,62151.554,3d7,a 4F,7/2,3d6.(3F2).4p,y 4F*,5/2,,,L18349c140,
167.4633,0.0002,167.463047,0.000008,4000bl(Fe II)*,,,13474.4474,73189.114,3d7,a 4P,5/2,3d6.(3D).4p,y 2P*,3/2,,,L18349c140,
167.4633,0.0002,167.463219,0.000008,4000bl(Fe II)*,,,1872.5998,61587.205,3d7,a 4F,9/2,3d6.(3H).4p,z 4I*,11/2,,,L18349c140,
167.47169,0.00003,167.471694,0.000008,40000,9.e+07,D+,3117.4877,62829.071,3d7,a 4F,3/2,3d6.(3P2).4p,y 4D*,1/2,,T6892c83,L18349c139,
167.5914,0.0002,167.591496,0.000008,900,,,13474.4474,73143.346,3d7,a 4P,5/2,3d6.(1G2).4p,w 2G*,7/2,,,L18349c140,
167.6112,0.0002,167.610411,0.000007,400,,,50187.822,109849.987,3d6.(3F1).4s,c 4F,7/2,3d5.(2H).4s.4p.(3P*),4G*,9/2,,,L18349c140,
167.6135,0.0002,167.613589,0.000007,500,1.0e+07,D+,44446.9051,104107.939,3d6.(5D).4p,z 4D*,7/2,3d6.(3P2).4d,4F,7/2,,T6892c83,L18349c140,
167.6361,0.0002,167.636216,0.000008,7000bl(Fe II)*,,,2430.1369,62083.118,3d7,a 4F,7/2,3d6.(3H).4p,z 2G*,9/2,,,L18349c140,
167.6361,0.0002,167.636767,0.000007,7000bl(Fe II)*,,,62662.252,122315.037,3d6.(3H).4p,z 2I*,11/2,3d6.(3H).6s,2H,11/2,,,L18349c140,
167.6723,0.0002,167.672618,0.000008,4000,,,1872.5998,61512.630,3d7,a 4F,9/2,3d6.(3H).4p,z 4I*,9/2,,,L18349c140,
167.68556,0.00006,167.685661,0.000007,17000,6.8e+06,C+,2430.1369,62065.528,3d7,a 4F,7/2,3d6.(3F2).4p,y 4F*,7/2,,T7461,L18349c139,
167.7837,0.0005,167.784190,0.000014,13000,5.2e+07,D+,18886.773,78487.144,3d7,a 2P,1/2,3d6.(1D2).4p,w 2D*,3/2,,T6892c83,L18349c144,
167.83132,0.00009,167.831189,0.000007,1500,5.e+06,D,42114.8380,101698.519,3d6.(5D).4p,z 6F*,9/2,3d6.(5D).6s,6D,9/2,,T6892c83,L18349c139,
167.8401,0.0002,167.840246,0.000008,700,,,13474.4474,73054.913,3d7,a 4P,5/2,3d6.(1G2).4p,x 2F*,5/2,,,L18349c140,
167.8629,0.0002,167.863009,0.000007,320,,,3117.4877,62689.874,3d7,a 4F,3/2,3d6.(3P2).4p,y 4D*,5/2,,,L18349c140,
167.9260,0.0005,167.926160,0.000007,400,1.1e+07,D,47626.110,107176.093,3d6.(5D).4p,z 4P*,1/2,3d6.(5D).5d,4P,1/2,,T6892c83,L18349c143,
167.93832,0.00003,167.938323,0.000008,70000,1.9e+08,D+,16369.4098,75915.080,3d7,a 2G,7/2,3d6.(3D).4p,w 2F*,5/2,,T6892c83,L18349c139,
167.94951,0.00008,167.949418,0.000008,16000,1.0e+07,D+,13474.4474,73016.184,3d7,a 4P,5/2,3d6.(1G2).4p,x 2F*,7/2,,T6892c83,L18349c139,
168.0416,0.0005,168.042297,0.000008,700,,,45079.9019,104588.729,3d6.(5D).4p,z 4F*,5/2,3d6.(5D).5d,6D,3/2,,,L18349c143,
168.0576,0.0005,168.056785,0.000008,700,,,44446.9051,103950.602,3d6.(5D).4p,z 4D*,7/2,3d6.(5D).5d,6F,9/2,,,L18349c143,
168.0767,0.0005,168.076552,0.000011,500,,,49506.922,109003.621,3d6.(3P1).4s,c 4P,3/2,3d5.(2F1).4s.4p.(3P*),4D*,3/2,,,L18349c143,
168.0927,0.0005,168.093387,0.000008,400d?,,,48039.109,107529.849,3d7,d 2D1,5/2,3d6.(5D).6p,6F*,7/2,,,L18349c143,
168.11118,0.00005,168.111121,0.000008,12000,6.e+06,D,2837.9807,62322.445,3d7,a 4F,5/2,3d6.(3H).4p,z 2G*,7/2,,T6892c83,L18349c139,
168.1317,0.0005,168.132329,0.000008,400d?,2.6e+06,D,47389.809,106866.770,3d6.(5D).4p,z 4P*,3/2,3d6.(3F2).4d,4F,5/2,,T6892c83,L18349c143,
168.1720,0.0005,168.172182,0.000008,700,,,45044.1916,104507.058,3d6.(5D).4p,z 4D*,3/2,3d6.(3H).4d,4F,5/2,,,L18349c143,
168.1805,0.0005,168.179695,0.000008,400,,,54232.201,113692.411,3d5.4s2,b 4G,11/2,3d6.(5D<2>).5f,2[4]*,9/2,,,L18349c143,
168.2066,0.0002,168.207056,0.000007,500bl(Fe III),1.0e+07,D+,44232.5398,103683.078,3d6.(5D).4p,z 4F*,9/2,3d6.(5D).5d,4F,9/2,,T6892c83,L18349c140,
168.23732,0.00003,168.237328,0.000008,2600,3.0e+07,D+,47626.110,107065.951,3d6.(5D).4p,z 4P*,1/2,3d6.(5D).5d,4P,3/2,,T6892c83,L18349c139,
168.33078,0.00005,168.330700,0.000009,1800,1.7e+07,D+,47389.809,106796.679,3d6.(5D).4p,z 4P*,3/2,3d6.(5D).5d,4P,5/2,,T6892c83,L18349c139,
168.3454,0.0005,168.345339,0.000007,500d?,,,45079.9019,104481.606,3d6.(5D).4p,z 4F*,5/2,3d6.(3H).4d,2F,7/2,,,L18349c143,
168.37103,0.00010,168.371019,0.000007,5000,,,31387.9788,90780.623,3d6.(3D).4s,b 4D,5/2,3d6.(5D).5p,4F*,7/2,,,L18349c139,
168.4008,0.0002,168.400926,0.000011,7000,8.e+06,D,18360.6399,77742.736,3d7,a 2P,3/2,3d6.(1D2).4p,v 2F*,5/2,,T6892c83,L18349c140,
168.4454,0.0005,168.445299,0.000007,"500d,bl(Fe II)?*",2.4e+07,D+,45206.4704,104572.924,3d6.(5D).4p,z 4D*,1/2,3d6.(3P2).4d,4F,3/2,,T6892c83,L18349c143,
168.4454,0.0005,168.445377,0.000009,"500d,bl(Fe II)?*",,,44753.8179,104120.244,3d6.(5D).4p,z 4F*,7/2,3d6.(5D).5d,6P,5/2,,,L18349c143,
168.4673,0.0005,168.467009,0.000009,400d?,,,50212.836,109571.639,3d6.(3P1).4s,c 4P,5/2,3d5.(2G2).4s.4p.(3P*),4H*,7/2,,,L18349c143,
168.56816,0.00004,168.568248,0.000007,1500,1.5e+07,D+,44784.7859,104107.939,3d6.(5D).4p,z 4D*,5/2,3d6.(3P2).4d,4F,7/2,,T6892c83,L18349c139,
168.59546,0.00003,168.595474,0.000007,30000,2.1e+07,D+,2837.9807,62151.554,3d7,a 4F,5/2,3d6.(3F2).4p,y 4F*,5/2,,T6892c83,L18349c139,
168.64565,0.00005,168.645633,0.000007,23000,1.5e+07,D+,2430.1369,61726.069,3d7,a 4F,7/2,3d6.(3P2).4p,y 4D*,7/2,,T6892c83,L18349c139,
168.66925,0.00005,168.669268,0.000007,19000,1.5e+07,D,2837.9807,62125.604,3d7,a 4F,5/2,3d6.(3P2).4p,z 2D*,3/2,,T6892c83,L18349c139,
168.6785,0.0002,168.678855,0.000009,6000bl(Fe II)*,,,13904.8604,73189.114,3d7,a 4P,1/2,3d6.(3D).4p,y 2P*,3/2,,,L18349c140,
168.6785,0.0002,168.678930,0.000007,6000bl(Fe II)*,,,1872.5998,61156.827,3d7,a 4F,9/2,3d6.(3H).4p,z 4H*,7/2,,,L18349c140,
168.80742,0.00006,168.807326,0.000007,900,,,44784.7859,104023.921,3d6.(5D).4p,z 4D*,5/2,3d6.(5D).5d,4F,5/2,,,L18349c139,
168.81585,0.00007,168.815768,0.000007,1500,2.6e+07,D+,44446.9051,103683.078,3d6.(5D).4p,z 4D*,7/2,3d6.(5D).5d,4F,9/2,,T6892c83,L18349c139,
168.8289,0.0002,168.829114,0.000011,6000,7.e+06,D,16369.4098,75600.900,3d7,a 2G,7/2,3d6.(3D).4p,w 2F*,7/2,,T6892c83,L18349c140,
168.84027,0.00012,168.840353,0.000007,9000,2.5e+06,C,2837.9807,62065.528,3d7,a 4F,5/2,3d6.(3F2).4p,y 4F*,7/2,,T7461,L18349c139,
168.98317,0.00004,168.983239,0.000007,30000,2.0e+07,D+,13474.4474,72651.914,3d7,a 4P,5/2,3d6.(3D).4p,w 4D*,7/2,,T6892c83,L18349c139,
169.0444,0.0005,169.044110,0.000007,600d?,,,43238.6066,102394.764,3d6.(5D).4p,z 6P*,5/2,3d6.(5D).6s,4D,7/2,,,L18349c143,
169.07583,0.00004,169.075852,0.000007,33000,2.9e+07,D+,13474.4474,72619.499,3d7,a 4P,5/2,3d6.(3D).4p,w 4D*,5/2,,T6892c83,L18349c139,
169.0987,0.0002,169.099014,0.000007,900bl(Fe II)*,,,2837.9807,61974.931,3d7,a 4F,5/2,3d5.(6S).4s.4p.(3P*),y 6P*,3/2,,,L18349c140,
169.0987,0.0002,169.099298,0.000007,900bl(Fe II)*,,,44784.7859,103921.637,3d6.(5D).4p,z 4D*,5/2,3d6.(3H).4d,4G,7/2,,,L18349c140,
169.12737,0.00004,169.127393,0.000007,25000,2.6e+07,D+,3117.4877,62244.515,3d7,a 4F,3/2,3d6.(3F2).4p,y 4F*,3/2,,T6892c83,L18349c139,
169.1466,0.0002,169.146229,0.000007,400,,,44753.8179,103874.261,3d6.(5D).4p,z 4F*,7/2,3d6.(3H).4d,4H,9/2,,,L18349c140,
169.1563,0.0002,169.156526,0.000007,900,,,1872.5998,60989.444,3d7,a 4F,9/2,3d6.(3H).4p,z 4H*,9/2,,,L18349c140,
169.21753,0.00007,169.217527,0.000009,2100,1.3e+07,D+,43238.6066,102334.140,3d6.(5D).4p,z 6P*,5/2,3d6.(5D).6s,6D,5/2,,T6892c83,L18349c139,
169.2497,0.0002,169.250039,0.000007,7000,,,1872.5998,60956.781,3d7,a 4F,9/2,3d6.(3H).4p,z 4G*,7/2,,,L18349c140,
169.2545,0.0002,169.254875,0.000007,1500,,,2430.1369,61512.630,3d7,a 4F,7/2,3d6.(3H).4p,z 4I*,9/2,,,L18349c140,
169.34778,0.00012,169.347684,0.000009,15000,2.0e+07,D+,13474.4474,72524.561,3d7,a 4P,5/2,3d6.(3D).4p,w 4D*,3/2,,T6892c83,L18349c139,
169.36014,0.00008,169.360180,0.000007,1700,2.8e+07,D,43620.9842,102666.741,3d6.(5D).4p,z 6P*,3/2,3d6.(5D).6s,6D,1/2,,T6892c83,L18349c139,
169.37590,0.00003,169.375906,0.000007,6000,2.0e+07,D+,42658.2444,101698.519,3d6.(5D).4p,z 6P*,7/2,3d6.(5D).6s,6D,9/2,,T6892c83,L18349c139,
169.39372,0.00009,169.393718,0.000007,11000,8.e+06,D,3117.4877,62151.554,3d7,a 4F,3/2,3d6.(3F2).4p,y 4F*,5/2,,T6892c83,L18349c139,
169.4481,0.0002,169.448428,0.000007,6000,,,1872.5998,60887.606,3d7,a 4F,9/2,3d6.(3H).4p,z 4H*,11/2,,,L18349c140,
169.4679,0.0002,169.468213,0.000007,6000,,,3117.4877,62125.604,3d7,a 4F,3/2,3d6.(3P2).4p,z 2D*,3/2,,,L18349c140,
169.5046,0.0002,169.503715,0.000007,1500,,,667.6829,59663.440,3d6.(5D).4s,a 6D,5/2,3d6.(3P2).4p,z 4S*,3/2,,,L18349c140,
169.5982,0.0005,169.598487,0.000009,500,,,45079.9019,104042.692,3d6.(5D).4p,z 4F*,5/2,3d6.(3H).4d,4G,5/2,,,L18349c143,
169.64584,0.00013,169.645948,0.000009,11000,9.e+06,D,13673.2045,72619.499,3d7,a 4P,3/2,3d6.(3D).4p,w 4D*,5/2,,T6892c83,L18349c139,
169.67951,0.00003,169.679498,0.000007,27000,1.7e+07,D+,1872.5998,60807.239,3d7,a 4F,9/2,3d6.(3H).4p,z 4G*,9/2,,T6892c83,L18349c139,
169.71382,0.00007,169.713866,0.000007,2000,1.5e+07,D+,43620.9842,102543.689,3d6.(5D).4p,z 6P*,3/2,3d6.(5D).6s,6D,3/2,,T6892c83,L18349c139,
169.8133,0.0002,169.813629,0.000007,6000,,,2837.9807,61726.069,3d7,a 4F,5/2,3d6.(3P2).4p,y 4D*,7/2,,,L18349c140,
169.8438,0.0002,169.843884,0.000007,6000,4.6e+06,D,13474.4474,72352.046,3d7,a 4P,5/2,3d6.(3D).4p,w 4F*,7/2,,T6892c83,L18349c140,
169.91960,0.00009,169.919618,0.000009,18000,3.2e+07,D+,13673.2045,72524.561,3d7,a 4P,3/2,3d6.(3D).4p,w 4D*,3/2,,T6892c83,L18349c139,
169.9915,0.0002,169.991673,0.000014,900,2.9e+06,D,36252.931,95079.342,3d6.(3D).4s,b 2D,5/2,3d6.(3F1).4p,2F*,7/2,,T6892c83,L18349c140,
170.09022,0.00005,170.090132,0.000007,2400,1.0e+07,D+,43238.6066,102030.965,3d6.(5D).4p,z 6P*,5/2,3d6.(5D).6s,6D,7/2,,T6892c83,L18349c139,
170.0969,0.0005,170.097519,0.000009,400d?,,,50142.811,108932.616,3d6.(3F1).4s,c 4F,5/2,3d6.(3P2).5p,2D*,5/2,,,L18349c143,
170.1717,0.0002,170.171877,0.000009,5000bl(Fe II)*,,,13474.4474,72238.564,3d7,a 4P,5/2,3d6.(3D).4p,w 4F*,5/2,,,L18349c140,
170.1717,0.0002,170.172736,0.000009,5000bl(Fe II)*,,,50142.811,108906.631,3d6.(3F1).4s,c 4F,5/2,3d5.(4G).4s.4p.(1P*),4H*,7/2,,,L18349c140,
170.1780,0.0005,170.178307,0.000009,310,,,54232.201,112994.097,3d5.4s2,b 4G,11/2,3d6.(5D<4>).5f,2[6]*,11/2,,,L18349c143,
170.19409,0.00009,170.194021,0.000014,17000,7.0e+07,D+,13673.2045,72429.675,3d7,a 4P,3/2,3d6.(3D).4p,w 4D*,1/2,,T6892c83,L18349c139,
170.2010,0.0005,170.20068,0.00006,4000,,,36126.412,94880.585,3d6.(3D).4s,b 2D,3/2,3d5.(4P).4s.4p.(3P*),4P*,1/2,,,L18349c144,
170.204519,0.000009,170.204520,0.000007,160000,1.0e+08,D+,1872.5998,60625.446,3d7,a 4F,9/2,3d6.(3H).4p,z 4G*,11/2,,T6892c83,L18349c139,
170.2736,0.0002,170.273709,0.000009,6000,1.8e+07,D+,20516.9534,79245.926,3d7,a 2D2,5/2,3d5.(6S).4s.4p.(1P*),x 6P*,3/2,,"T6370,T6892c83",L18349c140,
170.2806,0.0002,170.280327,0.000007,6000bl(Fe II)*,,,2430.1369,61156.827,3d7,a 4F,7/2,3d6.(3H).4p,z 4H*,7/2,,,L18349c140,
170.2806,0.0002,170.280853,0.000009,6000bl(Fe II)*,2.8e+07,D+,20516.9534,79243.462,3d7,a 2D2,5/2,3d6.(1D2).4p,w 2P*,3/2,,"T6370,T6892c83",L18349c140,
170.3042,0.0002,170.304325,0.000007,500,1.1e+07,D+,44446.9051,103165.320,3d6.(5D).4p,z 4D*,7/2,3d6.(3P2).4d,4F,9/2,,T6892c83,L18349c140,
170.3078,0.0005,170.307883,0.000012,400d?,9.e+06,D,50075.921,108793.109,3d6.(3F1).4s,c 4F,3/2,3d5.(2F1).4s.4p.(3P*),4D*,1/2,,T6892c83,L18349c143,
170.31965,0.00005,170.319579,0.000007,1700,5.e+06,D,43620.9842,102334.140,3d6.(5D).4p,z 6P*,3/2,3d6.(5D).6s,6D,5/2,,T6892c83,L18349c139,
170.3733,0.0002,170.373550,0.000009,4000,6.e+06,D,13474.4474,72169.004,3d7,a 4P,5/2,3d6.(3D).4p,w 4F*,3/2,,T6892c83,L18349c140,
170.4553,0.0005,170.455585,0.000007,310,,,54273.656,112939.965,3d5.4s2,b 4G,9/2,3d6.(5D<4>).5f,2[5]*,9/2,,,L18349c143,
170.4642,0.0005,170.464360,0.000007,2400bl(Fe II)*,,,46967.4751,105630.764,3d6.(5D).4p,z 4P*,5/2,3d6.(5D).5d,4G,5/2,,,L18349c144,
170.4642,0.0005,170.464418,0.000007,2400bl(Fe II)*,9.e+06,D,2430.1369,61093.406,3d7,a 4F,7/2,3d6.(3P2).4p,z 2D*,5/2,,T6892c83,L18349c144,
170.4853,0.0002,170.485706,0.000007,500bl(Fe I),5.e+06,D,44446.9051,103102.849,3d6.(5D).4p,z 4D*,7/2,3d6.(3P2).4d,4D,7/2,,T6892c83,L18349c140,
170.5443,0.0002,170.543466,0.000009,350,3.7e+06,D,50142.811,108778.889,3d6.(3F1).4s,c 4F,5/2,3d5.(2F1).4s.4p.(3P*),4F*,3/2,,T6892c83,L18349c140,
170.6042,0.0002,170.604115,0.000020,320,,,33501.2957,92116.529,3d6.(1G2).4s,c 2G,7/2,3d5.(4G).4s.4p.(3P*),x 4H*,9/2,,,L18349c140,
170.6142,0.0005,170.614699,0.000007,2400,,,2430.1369,61041.734,3d7,a 4F,7/2,3d6.(3H).4p,z 4G*,5/2,,,L18349c144,
170.6234,0.0002,170.623498,0.000007,5000,,,8391.9554,67000.530,3d6.(5D).4s,a 4D,5/2,3d6.(3F2).4p,y 2D*,5/2,,,L18349c140,
170.6676,0.0002,170.667796,0.000007,2400,,,8680.4706,67273.833,3d6.(5D).4s,a 4D,3/2,3d6.(3F2).4p,y 2D*,3/2,,,L18349c140,
170.73993,0.00010,170.739916,0.000012,17000,3.9e+07,D+,13474.4474,72043.060,3d7,a 4P,5/2,3d6.(3D).4p,w 4P*,3/2,,T6892c83,L18349c139,
170.7493,0.0002,170.749400,0.000009,4000,,,13673.2045,72238.564,3d7,a 4P,3/2,3d6.(3D).4p,w 4F*,5/2,,,L18349c140,
170.7670,0.0002,170.766176,0.000007,6000bl(Fe II)*,,,31483.1979,90042.804,3d6.(3D).4s,b 4D,7/2,3d6.(5D).5p,4F*,9/2,,,L18349c140,
170.7670,0.0002,170.767048,0.000007,6000bl(Fe II)*,2.0e+06,D,2430.1369,60989.444,3d7,a 4F,7/2,3d6.(3H).4p,z 4H*,9/2,,T6892c83,L18349c140,
170.7926,0.0005,170.792248,0.000007,500,,,46967.4751,105518.142,3d6.(5D).4p,z 4P*,5/2,3d6.(3F2).4d,4F,3/2,,,L18349c143,
170.82390,0.00008,170.823997,0.000009,17000,4.5e+07,D+,13673.2045,72212.989,3d7,a 4P,3/2,3d6.(3D).4p,w 4P*,1/2,,T6892c83,L18349c139,
170.86238,0.00003,170.862351,0.000007,26000,2.0e+07,D+,2430.1369,60956.781,3d7,a 4F,7/2,3d6.(3H).4p,z 4G*,7/2,,T6892c83,L18349c139,
170.95543,0.00010,170.955448,0.000009,8000,9.e+06,D,2837.9807,61332.753,3d7,a 4F,5/2,3d6.(3P2).4p,y 4P*,3/2,,T6892c83,L18349c139,
170.96143,0.00009,170.961335,0.000007,700,,,46967.4751,105460.233,3d6.(5D).4p,z 4P*,5/2,3d6.(3F2).4d,4D,3/2,,,L18349c139,
170.96852,0.00003,170.968512,0.000007,50000,8.e+07,D+,13474.4474,71964.750,3d7,a 4P,5/2,3d6.(3D).4p,w 4P*,5/2,,T6892c83,L18349c139,
171.0745,0.0002,171.073621,0.000009,500,,,20830.5534,79284.919,3d6.(3P2).4s,b 4P,5/2,3d5.(6S).4s.4p.(1P*),x 6P*,5/2,,,L18349c140,
171.1535,0.0002,171.153603,0.000007,2300,,,8846.7837,67273.833,3d6.(5D).4s,a 4D,1/2,3d6.(3F2).4p,y 2D*,3/2,,,L18349c140,
171.1683,0.0002,171.168406,0.000007,6000,,,7955.3186,66377.315,3d6.(5D).4s,a 4D,7/2,3d6.(3G).4p,x 4F*,7/2,,,L18349c140,
171.1995,0.0002,171.199158,0.000007,400,2.0e+06,D,44753.8179,103165.320,3d6.(5D).4p,z 4F*,7/2,3d6.(3P2).4d,4F,9/2,,T6892c83,L18349c140,
171.300041,0.000011,171.300041,0.000007,100000,7.1e+07,D+,2430.1369,60807.239,3d7,a 4F,7/2,3d6.(3H).4p,z 4G*,9/2,,T6892c83,L18349c139,
171.3716,0.0002,171.372427,0.000007,600,,,44232.5398,102584.984,3d6.(5D).4p,z 4F*,9/2,3d6.(3G).5s,f 4G,11/2,,,L18349c140,
171.3746,0.0005,171.374757,0.000007,400d?,2.5e+06,D,50187.822,108539.473,3d6.(3F1).4s,c 4F,7/2,3d5.(2F1).4s.4p.(3P*),4F*,5/2,,T6892c83,L18349c143,
171.3841,0.0005,171.382951,0.000007,190,,,63948.803,122297.664,3d6.(3F2).4p,y 4G*,9/2,3d6.(3H).6s,4H,7/2,,,L18349c143,
171.4475,0.0005,171.448253,0.000009,400d?,,,50212.836,108539.473,3d6.(3P1).4s,c 4P,5/2,3d5.(2F1).4s.4p.(3P*),4F*,5/2,,,L18349c143,
171.4680,0.0002,171.467589,0.000007,4000bl(Fe II)*,,,8680.4706,67000.530,3d6.(5D).4s,a 4D,3/2,3d6.(3F2).4p,y 2D*,5/2,,,L18349c140,
171.4680,0.0002,171.467711,0.000012,4000bl(Fe II)*,,,49506.922,107826.940,3d6.(3P1).4s,c 4P,3/2,3d6.(5D).6p,6P*,3/2,,,L18349c140,
171.4712,0.0002,171.471156,0.000007,5000,,,2837.9807,61156.827,3d7,a 4F,5/2,3d6.(3H).4p,z 4H*,7/2,,,L18349c140,
171.50272,0.00014,171.502675,0.000009,9000,4.5e+07,D+,13904.8604,72212.989,3d7,a 4P,1/2,3d6.(3D).4p,w 4P*,1/2,,T6892c83,L18349c139,
171.55152,0.00005,171.551465,0.000009,28000,5.1e+07,D+,13673.2045,71964.750,3d7,a 4P,3/2,3d6.(3D).4p,w 4P*,5/2,,T6892c83,L18349c139,
171.65781,0.00006,171.657832,0.000007,11000,3.1e+06,D,2837.9807,61093.406,3d7,a 4F,5/2,3d6.(3P2).4p,z 2D*,5/2,,T6892c83,L18349c139,
